No.;Gene name;Drug target oncokb
1140;CBX8;#N/A
1141;KRR1;#N/A
1142;MND1;#N/A
1143;UBE2V1;#N/A
1144;CDK2;#N/A
1145;SENP5;#N/A
1146;NPM2;#N/A
1147;HAUS5;#N/A
1148;G6PD;#N/A
1149;PRIM2;#N/A
1150;SSTR5;#N/A
1151;TBC1D16;#N/A
1152;FOXRED2;#N/A
1153;CSTF1;#N/A
1154;DNMT3L;#N/A
1155;RXRA;#N/A
1156;PTPRO;#N/A
1157;KLHL11;#N/A
1158;RPS2;#N/A
1159;PODXL2;#N/A
1160;SLC22A12;#N/A
1161;CSPP1;#N/A
1162;ANKRD13B;#N/A
1163;NUP210;#N/A
1164;VCP;#N/A
1165;TNNI3;#N/A
1166;GCM1;#N/A
1167;SEMA3F;#N/A
1168;GNGT1;#N/A
1169;TOP1MT;#N/A
1170;AASDHPPT;#N/A
1171;RAX;#N/A
1172;U2SURP;#N/A
1173;JAG2;#N/A
1174;VMA21;#N/A
1175;CASP14;#N/A
1176;CALB1;#N/A
1177;THBS1;#N/A
1178;BCL6;x
1179;NOS2;#N/A
1180;TMEM33;#N/A
1181;PDC;#N/A
1182;FBXO41;#N/A
1183;CPOX;#N/A
1184;SPHK1;#N/A
1185;PLEKHA8;#N/A
1186;KIF14;#N/A
1187;ENC1;#N/A
1188;ANLN;#N/A
1189;DLX5;#N/A
1190;TMPRSS11A;#N/A
1191;CNGB1;#N/A
1192;SQSTM1;x
1193;LAMA5;#N/A
1194;LIFR;#N/A
1195;XRCC2;x
1196;TNNT2;#N/A
1197;IL2RG;#N/A
1198;TYK2;x
1199;NTNG2;#N/A
1200;TONSL;#N/A
1201;EGLN3;#N/A
1202;RAPGEF4;#N/A
1203;OTUD6B;#N/A
1204;CCNB1;#N/A
1205;UBE3D;#N/A
1206;RHOXF2;#N/A
1207;NOD2;#N/A
1208;ALX4;#N/A
1209;JUP;#N/A
1210;MC2R;#N/A
1211;RORA;#N/A
1212;CD14;#N/A
1213;IRAK2;#N/A
1214;KLK5;#N/A
1215;H2BC9;#N/A
1216;RBAK;#N/A
1217;RGS20;#N/A
1218;DPPA4;#N/A
1219;IL13;#N/A
1220;HSPA6;#N/A
1221;MOCS3;#N/A
1222;MUC7;#N/A
1223;DPPA2;#N/A
1224;ROCK2;#N/A
1225;CAPNS2;#N/A
1226;RBM26;#N/A
1227;SERPINA4;#N/A
1228;SP6;#N/A
1229;NT5DC2;#N/A
1230;PDPK1;#N/A
1231;BMP7;#N/A
1232;SMPD2;#N/A
1233;CYP2W1;#N/A
1234;HBE1;#N/A
1235;DDN;#N/A
1236;NANOG;#N/A
1237;RDM1;#N/A
1238;HBZ;#N/A
1239;UGGT2;#N/A
1240;STAT6;x
1241;PLAGL2;#N/A
1242;SNRNP48;#N/A
1243;TBK1;#N/A
1244;SMOC1;#N/A
1245;INHBB;#N/A
1246;NFATC1;#N/A
1247;CTSV;#N/A
1248;CACNB4;#N/A
1249;PCSK9;#N/A
1250;FAM91A1;#N/A
1251;HS2ST1;#N/A
1252;CARD14;#N/A
1253;NTF4;#N/A
1254;ERO1A;#N/A
1255;KRT85;#N/A
1256;VENTX;#N/A
1257;PPP2R1A;x
1258;TRPV5;#N/A
1259;TOMM34;#N/A
1260;ITGAM;#N/A
1261;AHSG;#N/A
1262;PDCD2L;#N/A
1263;POLQ;#N/A
1264;ZMYM2;#N/A
1265;GATA3;x
1266;TAF1D;#N/A
1267;TCF7L1;#N/A
1268;CYLD;x
1269;SOCS1;x
1270;DUSP4;x
1271;CDK4;x
1272;MYH4;#N/A
1273;NKX6-1;#N/A
1274;CLCN7;#N/A
1275;PSMC5;#N/A
1276;MAP2K6;#N/A
1277;ZEB1;#N/A
1278;S100A2;#N/A
1279;BCL2L11;x
1280;TFAP4;#N/A
1281;CCNI2;#N/A
1282;GDAP1;#N/A
1283;FOXD4;#N/A
1284;RARA;#N/A
1285;TF;#N/A
1286;TRMT61A;#N/A
1287;IL17A;#N/A
1288;TRIM42;#N/A
1289;PRKAG1;#N/A
1290;CASP1;#N/A
1291;ETV5;x
1292;BMPR2;#N/A
1293;RNF208;#N/A
1294;LARGE2;#N/A
1295;NSMAF;#N/A
1296;PLCB1;#N/A
1297;PAEP;#N/A
1298;TNS4;#N/A
1299;FAM131C;#N/A
1300;HMGB1;#N/A
1301;ZIC2;#N/A
1302;MRPS34;#N/A
1303;AKAP4;#N/A
1304;E2F7;#N/A
1305;KRT35;#N/A
1306;IL13RA1;#N/A
1307;PROSER1;#N/A
1308;REM2;#N/A
1309;FGFR1;x
1310;H2BC17;#N/A
1311;UBB;#N/A
1312;MMP7;#N/A
1313;IL23R;#N/A
1314;SIRT1;#N/A
1315;NDN;#N/A
1316;HTR2C;#N/A
1317;MC3R;#N/A
1318;NAA16;#N/A
1319;GPR180;#N/A
1320;MYBPHL;#N/A
1321;DYNLRB1;#N/A
1322;SERPINB2;#N/A
1323;SKA3;#N/A
1324;GOPC;#N/A
1325;ALOX5;#N/A
1326;MKRN3;#N/A
1327;CSNK1A1;#N/A
1328;IFNA13;#N/A
1329;FOXJ1;#N/A
1330;BCL2L12;#N/A
1331;ARFRP1;#N/A
1332;IFNA6;#N/A
1333;RPS27A;#N/A
1334;IL4R;#N/A
1335;PCID2;#N/A
1336;BST2;#N/A
1337;TRMT11;#N/A
1338;TUBB3;#N/A
1339;PSMD14;#N/A
1340;NXT1;#N/A
1341;MAP2K7;#N/A
1342;CAV1;#N/A
1343;CGA;#N/A
1344;WNT1;#N/A
1345;RPS6KB1;#N/A
1346;PLCG2;x
1347;PLCB2;#N/A
1348;KRT34;#N/A
1349;LGALS14;#N/A
1350;GADD45A;#N/A
1351;CYP4X1;#N/A
1352;TICAM1;#N/A
1353;IFNA14;#N/A
1354;MORN3;#N/A
1355;TNFRSF10A;#N/A
1356;RP9;#N/A
1357;TGFBI;#N/A
1358;MIA;#N/A
1359;ERLIN2;#N/A
1360;EPHB3;#N/A
1361;NFS1;#N/A
1362;S1PR1;#N/A
1363;SPINK7;#N/A
1364;IRAK4;#N/A
1365;CYB5R2;#N/A
1366;TIRAP;#N/A
1367;ASNS;#N/A
1368;DSCC1;#N/A
1369;MAP2K4;x
1370;MAGEA1;#N/A
1371;PITX1;#N/A
1372;PLCB3;#N/A
1373;IFNA8;#N/A
1374;PSME3;#N/A
1375;EVPL;#N/A
1376;GIT1;#N/A
1377;H1-4;x
1378;CCL22;#N/A
1379;CSGALNACT1;#N/A
1380;MGAT5;#N/A
1381;SDC4;#N/A
1382;CCL5;#N/A
1383;FZD1;#N/A
1384;UTP14A;#N/A
1385;P3H4;#N/A
1386;POFUT1;#N/A
1387;HOXC13;#N/A
1388;PSMA1;#N/A
1389;APAF1;#N/A
1390;ATM;x
1391;DDB1;#N/A
1392;PGC;#N/A
1393;IFNA17;#N/A
1394;ABCC9;#N/A
1395;IFNA4;#N/A
1396;TWNK;#N/A
1397;PPBP;#N/A
1398;PSMG1;#N/A
1399;ABCF2;#N/A
1400;PSMB4;#N/A
1401;OTX2;#N/A
1402;RNF32;#N/A
1403;ODF3L2;#N/A
1404;E2F3;x
1405;MAGEA11;#N/A
1406;PSMD4;#N/A
1407;RAC2;x
1408;ROCK1;#N/A
1409;TNFAIP3;x
1410;BRAT1;#N/A
1411;APP;#N/A
1412;FGFR2;x
1413;PFDN4;#N/A
1414;RBP1;#N/A
1415;DCAF4L1;#N/A
1416;H2BC11;#N/A
1417;TTI1;#N/A
1418;SHMT2;#N/A
1419;PSMA2;#N/A
1420;RPS6KB2;x
1421;TPD52L2;#N/A
1422;ABCC10;#N/A
1423;NEK3;#N/A
1424;H2BC18;#N/A
1425;EIF4EBP1;#N/A
1426;MORC4;#N/A
1427;E2F2;#N/A
1428;IGF1;x
1429;HEPHL1;#N/A
1430;ATAD2;#N/A
1431;KRT15;#N/A
1432;KRT75;#N/A
1433;KLK2;#N/A
1434;MRPS26;#N/A
1435;VAPB;#N/A
1436;ALOXE3;#N/A
1437;PSMB9;#N/A
1438;SNCAIP;#N/A
1439;ABLIM2;#N/A
1440;CATSPER1;#N/A
1441;GADD45G;#N/A
1442;OLA1;#N/A
1443;FZD4;#N/A
1444;CLEC11A;#N/A
1445;SPTBN2;#N/A
1446;PSMB3;#N/A
1447;TG;#N/A
1448;GNAI1;#N/A
1449;OPRM1;#N/A
1450;CDK5RAP1;#N/A
1451;QTRT1;#N/A
1452;DERL1;#N/A
1453;PSMB7;#N/A
1454;FKBP10;#N/A
1455;IPO5;#N/A
1456;RAD9B;#N/A
1457;FARP1;#N/A
1458;BRCA1;x
1459;H2AC4;#N/A
1460;RPRD1B;#N/A
1461;CDKAL1;#N/A
1462;LRP6;x
1463;BDNF;#N/A
1464;SCLY;#N/A
1465;FLG2;#N/A
1466;GTF2IRD1;#N/A
1467;ABCB7;#N/A
1468;PAICS;#N/A
1469;PSMC3;#N/A
1470;DVL3;#N/A
1471;TRPV6;#N/A
1472;PSMB1;#N/A
1473;LRRC8E;#N/A
1474;CAMKV;#N/A
1475;PSMA3;#N/A
1476;SH2D5;#N/A
1477;DNAJC2;#N/A
1478;RALGAPB;#N/A
1479;LAS1L;#N/A
1480;PSMD2;#N/A
1481;UBE2S;#N/A
1482;MCM8;#N/A
1483;EBP;#N/A
1484;TDGF1;#N/A
1485;PKD1L3;#N/A
1486;KRT7;#N/A
1487;H2AC7;#N/A
1488;CRNKL1;#N/A
1489;WNT3;#N/A
1490;PDAP1;#N/A
1491;JUNB;#N/A
1492;CTNNA1;x
1493;CBS;#N/A
1494;PSMD6;#N/A
1495;PSMD11;#N/A
1496;RORC;#N/A
1497;BAG4;#N/A
1498;TOLLIP;#N/A
1499;GPHN;#N/A
1500;IRF4;x
1501;RIBC2;#N/A
1502;IRF3;#N/A
1503;KCTD16;#N/A
1504;POMC;#N/A
1505;SS18L1;#N/A
1506;IGHG1;#N/A
1507;TNNT1;#N/A
1508;RPTN;#N/A
1509;CTTNBP2;#N/A
1510;RPL37;#N/A
1511;RBM28;#N/A
1512;PSMC4;#N/A
1513;WNT10B;#N/A
1514;CBLIF;#N/A
1515;SEL1L;#N/A
1516;MAP2K3;#N/A
1517;PDRG1;#N/A
1518;PPM1H;#N/A
1519;KCNK9;#N/A
1520;ARNTL2;#N/A
1521;GRIN2D;#N/A
1522;PSMC6;#N/A
1523;GADD45B;#N/A
1524;CHD7;#N/A
1525;SNRPB;#N/A
1526;GTF3C5;#N/A
1527;STT3B;#N/A
1528;PGP;#N/A
1529;OBSCN;#N/A
1530;FDXR;#N/A
1531;PLK2;#N/A
1532;PSMD10;#N/A
1533;IL13RA2;#N/A
1534;LSM14B;#N/A
1535;EGFL6;#N/A
1536;UHRF1;#N/A
1537;PSMC1;#N/A
1538;PPP1R3D;#N/A
1539;IGHG4;#N/A
1540;TRAF3;x
1541;PSMD1;#N/A
1542;PSMC2;#N/A
1543;HNRNPA1L2;#N/A
1544;H2AC20;#N/A
1545;PFDN2;#N/A
1546;ANXA1;#N/A
1547;PSMA6;#N/A
1548;CCL11;#N/A
1549;KLK11;#N/A
1550;H2BC3;#N/A
1551;CENPJ;#N/A
1552;PSMB5;#N/A
1553;TUBGCP3;#N/A
1554;SERINC3;#N/A
1555;H1-1;#N/A
1556;IQCB1;#N/A
1557;PRKRIP1;#N/A
1558;HDAC3;#N/A
1559;ARMC10;#N/A
1560;RNF5;#N/A
1561;PSMD8;#N/A
1562;LCN1;#N/A
1563;MAGEA4;#N/A
1564;SOCS5;#N/A
1565;FIGNL1;#N/A
1566;PDIA3;#N/A
1567;PSMA4;#N/A
1568;PSMB2;x
1569;BIRC2;#N/A
1570;TMTC4;#N/A
1571;MOK;#N/A
1572;STIL;#N/A
1573;ALKBH2;#N/A
1574;BMPR1A;x
1575;CDC34;#N/A
1576;PSMB6;#N/A
1577;PSMD13;#N/A
1578;PALB2;x
1579;RAD18;#N/A
1580;MYH7B;#N/A
1581;FOXI1;#N/A
1582;NUP155;#N/A
1583;FGL1;#N/A
1584;PSMA5;#N/A
1585;FCER2;#N/A
1586;TRPM3;#N/A
1587;PSMD3;#N/A
1588;DSG1;#N/A
1589;RPS21;#N/A
1590;PSMD9;#N/A
1591;SCML1;#N/A
1592;GGCT;#N/A
1593;PSME2;#N/A
1594;DDX56;#N/A
1595;COL4A1;#N/A
1596;MRPL55;#N/A
1597;CDK6;x
1598;NAA10;#N/A
1599;PSMD5;#N/A
1600;LRP2;#N/A
1601;MYO18B;#N/A
1602;CACNG4;#N/A
1603;SEMG1;#N/A
1604;PSMD12;#N/A
1605;PLAU;#N/A
1606;RTN4R;#N/A
1607;RTEL1;x
1608;H2BC21;#N/A
1609;MZT2A;#N/A
1610;PDF;#N/A
1611;GNAQ;x
1612;EME1;#N/A
1613;CPNE1;#N/A
1614;TTYH3;#N/A
1615;PSME1;#N/A
1616;USP6NL;#N/A
1617;RHPN1;#N/A
1618;NINL;#N/A
1619;PSME4;#N/A
1620;ALOX15;#N/A
1621;YWHAZ;#N/A
1622;CCDC148;#N/A
1623;ERLIN1;#N/A
1624;HSD17B10;#N/A
1625;TMEM147;#N/A
1626;DERL2;#N/A
1627;SORD;#N/A
1628;NSMCE1;#N/A
1629;PPP2CA;#N/A
1630;CCL3;#N/A
1631;RAD54B;#N/A
1632;MUCL1;#N/A
1633;ERLEC1;#N/A
1634;GRHL3;#N/A
1635;UBE2M;#N/A
1636;PSMB8;#N/A
1637;FITM2;#N/A
1638;STAG2;x
1639;CENPI;#N/A
1640;RECQL4;x
1641;RBX1;#N/A
1642;ORC6;#N/A
1643;MUC1;#N/A
1644;S100A11;#N/A
1645;USP2;#N/A
1646;F13A1;#N/A
1647;TAB1;#N/A
1648;C8orf74;#N/A
1649;JSRP1;#N/A
1650;TAB2;#N/A
1651;ERGIC3;#N/A
1652;NEK5;#N/A
1653;ENOX2;#N/A
1654;IKBKE;x
1655;CCNB1IP1;#N/A
1656;LINGO1;#N/A
1657;PTEN;x
1658;RNF185;#N/A
1659;DDB2;x
1660;USP21;#N/A
1661;CEBPD;#N/A
1662;OTUD7B;#N/A
1663;HUNK;#N/A
1664;ZRANB3;#N/A
1665;PMFBP1;#N/A
1666;PSMG4;#N/A
1667;PSMB10;#N/A
1668;ZDHHC9;#N/A
1669;GMPS;#N/A
1670;PRMT3;#N/A
1671;IGHE;#N/A
1672;FGF1;x
1673;CDC5L;#N/A
1674;EXOSC5;#N/A
1675;STC2;#N/A
1676;PDGFB;x
1677;ATF4;#N/A
1678;ZNHIT2;#N/A
1679;MAOA;#N/A
1680;ABCF1;#N/A
1681;RHOU;#N/A
1682;ENTPD6;#N/A
1683;SMPD3;#N/A
1684;CLDN16;#N/A
1685;POLR1D;#N/A
1686;ZNF280A;#N/A
1687;POLR1B;#N/A
1688;LIN28B;#N/A
1689;TRMT1;#N/A
1690;ORC3;#N/A
1691;UBXN11;#N/A
1692;MRGBP;#N/A
1693;CDKN1B;x
1694;PYCR1;#N/A
1695;CTNNBL1;#N/A
1696;NFATC2;#N/A
1697;CD81;#N/A
1698;SKP1;#N/A
1699;ZC3HAV1L;#N/A
1700;CCNJ;#N/A
1701;CDC42;x
1702;MCEMP1;#N/A
1703;KLK7;#N/A
1704;LPCAT2;#N/A
1705;DTD1;#N/A
1706;CST1;#N/A
1707;USP4;#N/A
1708;RIPK4;#N/A
1709;DUS3L;#N/A
1710;CLPP;#N/A
1711;F7;#N/A
1712;CARD9;#N/A
1713;TACSTD2;#N/A
1714;SRM;#N/A
1715;VGLL1;#N/A
1716;SHC1;#N/A
1717;MANEAL;#N/A
1718;RASGRF1;#N/A
1719;SPEN;x
1720;TRMT6;#N/A
1721;GNAI3;#N/A
1722;THOC2;#N/A
1723;TLR9;#N/A
1724;DERL3;#N/A
1725;RFPL2;#N/A
1726;RXRB;#N/A
1727;ITPR1;#N/A
1728;ELK1;#N/A
1729;POLK;#N/A
1730;H3-5;#N/A
1731;EXOSC8;#N/A
1732;PUS7;#N/A
1733;KRT36;#N/A
1734;HORMAD1;#N/A
1735;CPSF3;#N/A
1736;PDX1;#N/A
1737;HM13;#N/A
1738;BMPR1B;#N/A
1739;H2AC21;#N/A
1740;SLC9A3R1;#N/A
1741;SEPHS1;#N/A
1742;ZMYM5;#N/A
1743;LUC7L;#N/A
1744;UCHL3;#N/A
1745;SNRPF;#N/A
1746;EXOSC7;#N/A
1747;FAM9A;#N/A
1748;GSTM5;#N/A
1749;PRKACA;x
1750;CPLX1;#N/A
1751;IGF1R;x
1752;FZD5;#N/A
1753;NSUN5;#N/A
1754;FZD7;#N/A
1755;C1orf112;#N/A
1756;SERPINE2;#N/A
1757;PAN3;#N/A
1758;AGAP3;#N/A
1759;CD70;x
1760;UBA5;#N/A
1761;DIS3;x
1762;HSF4;#N/A
1763;GPR37;#N/A
1764;MRE11;x
1765;RNF2;#N/A
1766;FZD2;#N/A
1767;WNT16;#N/A
1768;RPA2;#N/A
1769;ZCCHC3;#N/A
1770;TTPAL;#N/A
1771;PLEKHB1;#N/A
1772;USPL1;#N/A
1773;UCKL1;#N/A
1774;AGT;#N/A
1775;POLR1G;#N/A
1776;NKAP;#N/A
1777;LGALS9;#N/A
1778;C9orf43;#N/A
1779;CDCA4;#N/A
1780;GRPEL2;#N/A
1781;ZMYND19;#N/A
1782;SULT1C2;#N/A
1783;LMNA;x
1784;MTHFD1L;#N/A
1785;GSTM4;#N/A
1786;CCDC137;#N/A
1787;LIMS1;#N/A
1788;TMPRSS3;#N/A
1789;ATP6V1B1;#N/A
1790;DKC1;#N/A
1791;NEB;#N/A
1792;CCDC113;#N/A
1793;SPIN3;#N/A
1794;NFE2L2;x
1795;NFATC3;#N/A
1796;FERMT1;#N/A
1797;LAGE3;#N/A
1798;WDR74;#N/A
1799;SPATA2;#N/A
1800;PLAG1;#N/A
1801;CRABP2;#N/A
1802;SNRPB2;#N/A
1803;PQBP1;#N/A
1804;NOP2;#N/A
1805;PDGFRA;x
1806;PAK1;x
1807;TSPOAP1;#N/A
1808;SEPTIN3;#N/A
1809;ARPC1B;#N/A
1810;UBE2N;#N/A
1811;TEX10;#N/A
1812;TNFRSF11A;#N/A
1813;CKAP2;#N/A
1814;SLC9A5;#N/A
1815;FZD8;#N/A
1816;TLR6;#N/A
1817;GNPDA1;#N/A
1818;FZD9;#N/A
1819;CRK;#N/A
1820;KRT84;#N/A
1821;SPZ1;#N/A
1822;BIRC3;x
1823;STX16;#N/A
1824;IFT88;#N/A
1825;RRS1;#N/A
1826;SMARCA4;x
1827;SLC11A2;#N/A
1828;GPR3;#N/A
1829;GLA;#N/A
1830;CPNE7;#N/A
1831;AHCY;#N/A
1832;ADH1C;#N/A
1833;ACVR2A;x
1834;ZNF579;#N/A
1835;CSF2RB;#N/A
1836;BTRC;#N/A
1837;CRKL;x
1838;GAS6;#N/A
1839;ALB;#N/A
1840;CPSF4;#N/A
1841;FYN;x
1842;IL1R1;#N/A
1843;ACTG1;x
1844;ANK1;#N/A
1845;XIAP;x
1846;CASP7;#N/A
1847;ABL1;x
1848;KAT2B;#N/A
1849;PHF14;#N/A
1850;CCDC138;#N/A
1851;PDGFRB;x
1852;TRAF1;#N/A
1853;KRT18;#N/A
1854;CTU1;#N/A
1855;F12;#N/A
1856;A2ML1;#N/A
1857;CLIC3;#N/A
1858;ESF1;#N/A
1859;NPM3;#N/A
1860;PPP2CB;#N/A
1861;PIBF1;#N/A
1862;HLA-E;#N/A
1863;WNT9B;#N/A
1864;RUNX2;#N/A
1865;PRKACB;#N/A
1866;ASB9;#N/A
1867;DHX34;#N/A
1868;KLK8;#N/A
1869;ZNF696;#N/A
1870;PPP3CA;#N/A
1871;FOXA2;#N/A
1872;VGF;#N/A
1873;TLR3;#N/A
1874;GAB1;x
1875;STAT2;#N/A
1876;FBXW11;#N/A
1877;KIF18B;#N/A
1878;ATP6V1C2;#N/A
1879;SNW1;#N/A
1880;DIAPH3;#N/A
1881;MZT1;#N/A
1882;PPP3CB;#N/A
1883;ADRA2C;#N/A
1884;MCM6;#N/A
1885;CST4;#N/A
1886;PPP2R1B;#N/A
1887;ESM1;#N/A
1888;RARB;#N/A
1889;SLC43A3;#N/A
1890;CD274;x
1891;GABRD;#N/A
1892;HSPB1;#N/A
1893;YDJC;#N/A
1894;WDR3;#N/A
1895;CST2;#N/A
1896;ATP6V0C;#N/A
1897;PSD2;#N/A
1898;CUL1;#N/A
1899;RBPJ;#N/A
1900;GTPBP10;#N/A
1901;SDC2;#N/A
1902;PDP1;#N/A
1903;PRKCZ;#N/A
1904;FOXE1;#N/A
1905;EBPL;#N/A
1906;SMC1B;#N/A
1907;MAPK6;#N/A
1908;SIRT2;#N/A
1909;HGFAC;#N/A
1910;MTAP;x
1911;DISC1;#N/A
1912;TERF1;#N/A
1913;SEMG2;#N/A
1914;FGF7;x
1915;NCLN;#N/A
1916;ERBB4;x
1917;SCML2;#N/A
1918;ERBB3;x
1919;PTF1A;#N/A
1920;PAXIP1;#N/A
1921;FOXL1;#N/A
1922;AMMECR1;#N/A
1923;SIK3;#N/A
1924;DHRS2;#N/A
1925;PPP1R35;#N/A
1926;LEO1;#N/A
1927;CEP72;#N/A
1928;TROAP;#N/A
1929;PPP3R1;#N/A
1930;LRP5;x
1931;SLC38A5;#N/A
1932;SAE1;#N/A
1933;TMEM160;#N/A
1934;IFNAR1;#N/A
1935;ERCC6L;#N/A
1936;AZGP1;#N/A
1937;RCBTB1;#N/A
1938;DCN;#N/A
1939;ITGB3;#N/A
1940;TFG;#N/A
1941;NTN1;#N/A
1942;PLAC1;#N/A
1943;UBQLN4;#N/A
1944;SUMO1;#N/A
1945;MRPL3;#N/A
1946;ZMYND10;#N/A
1947;HMGCL;#N/A
1948;OLFM2;#N/A
1949;PPP3CC;#N/A
1950;GNA11;x
1951;C3;#N/A
1952;PCSK2;#N/A
1953;ESPL1;#N/A
1954;LRP11;#N/A
1955;NOL8;#N/A
1956;ARRB2;#N/A
1957;CCDC150;#N/A
1958;TNNC2;#N/A
1959;KRT38;#N/A
1960;GRIP2;#N/A
1961;MALSU1;#N/A
1962;PML;x
1963;EDN1;#N/A
1964;CD1B;#N/A
1965;CFLAR;#N/A
1966;OCRL;#N/A
1967;ISYNA1;#N/A
1968;ZBTB16;#N/A
1969;PDZK1;#N/A
1970;POR;#N/A
1971;SALL4;#N/A
1972;HOXD11;#N/A
1973;CENPX;#N/A
1974;NFATC4;#N/A
1975;PTK2B;#N/A
1976;ARHGEF12;x
1977;PRKACG;#N/A
1978;IRF7;#N/A
1979;STAT5A;x
1980;LRRC4C;#N/A
1981;DDX10;#N/A
1982;SERPINE1;#N/A
1983;CREB1;x
1984;ITPR3;#N/A
1985;PLEKHJ1;#N/A
1986;LYN;x
1987;TARBP1;#N/A
1988;FAM83A;#N/A
1989;FASTKD3;#N/A
1990;CD164L2;#N/A
1991;GSTA2;#N/A
1992;RASSF1;#N/A
1993;DCAF4L2;#N/A
1994;CREB3;#N/A
1995;YWHAH;#N/A
1996;SYK;x
1997;DRD2;#N/A
1998;RSPO1;#N/A
1999;RAB7A;#N/A
2000;RRP9;#N/A
2001;CBL;x
2002;ART3;#N/A
2003;CCNA2;#N/A
2004;CADPS;#N/A
2005;FOXM1;#N/A
2006;PPP1CA;#N/A
2007;NOS3;#N/A
2008;CBX6;#N/A
2009;FGGY;#N/A
2010;TRIML2;#N/A
2011;CTBP2;#N/A
2012;HCN1;#N/A
2013;PRKAA2;#N/A
2014;CCL3L1;#N/A
2015;DTNB;#N/A
2016;RPL36A;#N/A
2017;GNB1;x
2018;PAX6;#N/A
2019;NTRK1;x
2020;GNA13;x
2021;IFNAR2;#N/A
2022;TRAPPC5;#N/A
2023;ECE2;#N/A
2024;HCN2;#N/A
2025;VAV1;x
2026;NLRC4;#N/A
2027;NMB;#N/A
2028;CLU;#N/A
2029;CDK5;#N/A
2030;JPH1;#N/A
2031;MRPL58;#N/A
2032;UPF3B;#N/A
2033;SYNPR;#N/A
2034;CSF3R;x
2035;PSEN1;#N/A
2036;SEZ6L2;#N/A
2037;GSTA1;#N/A
2038;RXRG;#N/A
2039;TERF2IP;#N/A
2040;ARHGEF1;#N/A
2041;DUS1L;#N/A
2042;CD40;#N/A
2043;ASB4;#N/A
2044;VTN;#N/A
2045;PTPN11;x
2046;SGCA;#N/A
2047;BBC3;x
2048;SLC2A8;#N/A
2049;ACVR1;x
2050;HIF1AN;#N/A
2051;SLURP1;#N/A
2052;TUBB;#N/A
2053;SELE;#N/A
2054;TSNARE1;#N/A
2055;FGF19;x
2056;PTDSS2;#N/A
2057;FBXL6;#N/A
2058;SYT7;#N/A
2059;NLK;#N/A
2060;CD320;#N/A
2061;KIT;x
2062;SERPINA7;#N/A
2063;IL2;#N/A
2064;GSTA3;#N/A
2065;ZHX1;#N/A
2066;SPI1;#N/A
2067;FGF4;x
2068;OTUB1;#N/A
2069;FRAT1;#N/A
2070;NCOA1;#N/A
2071;CAMK2A;#N/A
2072;ZNF572;#N/A
2073;GNA12;x
2074;ETS1;x
2075;PTPRB;#N/A
2076;AKAP14;#N/A
2077;SDC1;#N/A
2078;NKX3-1;x
2079;NFKB2;#N/A
2080;NR3C1;#N/A
2081;LGALS8;#N/A
2082;GNB2;#N/A
2083;ZSCAN20;#N/A
2084;PLK1;#N/A
2085;YWHAQ;#N/A
2086;ANO9;#N/A
2087;PRKCD;#N/A
2088;IL3;x
2089;MSH3;x
2090;RNF183;#N/A
2091;CXCL2;#N/A
2092;CAMK2D;#N/A
2093;GMCL1;#N/A
2094;TFAP2B;#N/A
2095;VHL;x
2096;TRIM59;#N/A
2097;PTGER3;#N/A
2098;TGFA;#N/A
2099;AGER;#N/A
2100;GSTA4;#N/A
2101;CCNE2;#N/A
2102;EZH2;x
2103;CENPH;#N/A
2104;PPP1CC;#N/A
2105;H2AX;#N/A
2106;DAB2IP;#N/A
2107;GSTA5;#N/A
2108;HAGHL;#N/A
2109;CNTN2;#N/A
2110;PDGFA;#N/A
2111;B4GALNT4;#N/A
2112;CLEC7A;#N/A
2113;TICAM2;#N/A
2114;MED12;x
2115;KLF4;x
2116;IFI16;#N/A
2117;KRT4;#N/A
2118;TAP1;#N/A
2119;TCF4;#N/A
2120;CSF2RA;#N/A
2121;GNAO1;#N/A
2122;CAMK2G;#N/A
2123;OTX1;#N/A
2124;REST;x
2125;FLNA;#N/A
2126;FGF9;x
2127;CXCL10;#N/A
2128;GNG12;#N/A
2129;STAT5B;x
2130;MAP3K14;x
2131;CAMK2B;#N/A
2132;CERS2;#N/A
2133;WDR54;#N/A
2134;GSTT1;#N/A
2135;LAMB3;#N/A
2136;GSTO2;#N/A
2137;GSTO1;#N/A
2138;TCF3;x
2139;POT1;x
2140;PKP3;#N/A
2141;PPP2R2B;#N/A
2142;MGST3;#N/A
2143;RDH12;#N/A
2144;FRAT2;#N/A
2145;MGST1;#N/A
2146;COL4A2;#N/A
2147;MSH6;x
2148;PALD1;#N/A
2149;RDX;#N/A
2150;ELAVL2;#N/A
2151;NCOR1;x
2152;ZNF417;#N/A
2153;IFNGR1;x
2154;DZANK1;#N/A
2155;EZR;#N/A
2156;IRS1;x
2157;NMU;#N/A
2158;CX3CL1;#N/A
2159;FGF10;x
2160;RALA;#N/A
2161;CEACAM21;#N/A
2162;HTT;#N/A
2163;XPO1;x
2164;PCP2;#N/A
2165;FGF5;x
2166;GNG2;#N/A
2167;LIME1;#N/A
2168;CEBPA;x
2169;C10orf62;#N/A
2170;CD74;x
2171;STMN3;#N/A
2172;ID2;#N/A
2173;KLK10;#N/A
2174;MEIS1;#N/A
2175;KLHL20;#N/A
2176;INSR;x
2177;COL4A3;#N/A
2178;EGR1;x
2179;MAVS;#N/A
2180;SMAD1;#N/A
2181;CHST8;#N/A
